,Unit,vin,price,miles,year,,model,vehicle_type,body_type,fuel_type,engine,transmission,color,zip,state,city,seller_type,is_certified,dom,dom_180,msrp,seller_name
131,1,55SWF4KB0FU040604,23993,27050,2015,,C-Class,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,,6,6,,sonic automotive
132,1,5FNRL387X8B093673,9999,103647,2008,,Odyssey,Van,,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,31,20,11500,capital ford charlotte
133,1,5FNRL3H61AB062258,12805,85012,2010,,Odyssey,Van,,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,,28273,NC,Charlotte,dealer,,10,10,12805,south charlotte nissan
134,1,5FNRL5H60FB009537,24813,67653,2015,,Odyssey,Van,,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,,28212,NC,Charlotte,dealer,,20,20,24813,hendrick lexus
135,1,5FNYF28546B011199,7903,127330,2006,,Pilot,SUV,SUV,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,22,22,11295,capital ford charlotte
136,1,5FNYF3H56FB023263,26491,31658,2015,,Pilot,SUV,SUV,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,,28227,NC,Charlotte,dealer,,29,29,28791,hendrick acura
137,1,5FNYF3H5XAB013120,12992,67399,2010,,Pilot,SUV,SUV,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,Maroon,28211,NC,Charlotte,dealer,,19,19,12992,sonic automotive
138,1,5FNYF5H57GB057807,32998,10000,2016,,Pilot,SUV,SUV,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,,28227,NC,Charlotte,dealer,,75,31,,carmax independence boulevard
139,1,5FPYK3F64HB018306,32838,21299,2017,,Ridgeline,Truck,Pickup,Regular Unleaded,,,Blue,28212,NC,Charlotte,dealer,,30,30,32838,hendrick motors of charlotte
140,1,5J6RM3H35FL004932,17492,30778,2015,,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,,33,33,17492,sonic automotive
141,1,5J6RM4H78FL069475,21395,58278,2015,,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,69,69,21395,east charlotte nissan
142,1,5J6RM4H94FL095718,24549,49010,2015,,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,95,95,24549,east charlotte nissan
143,1,5J8TB3H30FL017820,23950,28423,2015,,RDX,SUV,SUV,Premium Unleaded,2.3L L4 DOHC 16V,Automatic,Silver Moon,28273-6935,NC,Charlotte,dealer,,46,46,23950,hendrickcars.com charlotte
144,1,5J8TB3H72GL005561,32995,29185,2016,,RDX,Van,SUV,Premium Unleaded,2.3L L4 DOHC 16V,Automatic,White Diamond Pearl,28227,NC,Charlotte,dealer,1,14,14,32995,jaguar charlotte
145,1,5N1AL0MN0FC514998,24999,60259,2015,,QX60,SUV,SUV,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,Liquid Platinum,28211,NC,Charlotte,dealer,,1,1,24999,sonic automotive
146,1,5N1AT2MV3GC820333,14890,34382,2016,,Rogue,SUV,SUV,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28212,NC,Charlotte,dealer,,69,51,14890,rick hendrick city chevrolet
147,1,5N1AZ2MH8HN161082,38507,14174,2017,,Murano,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28227,NC,Charlotte,dealer,,20,20,41717,east charlotte nissan
148,1,5N1BA0NF6EN611045,30495,48362,2014,,Armada,SUV,SUV,Regular Unleaded,5.6L V8 DOHC 32V FFV,Automatic,,28227,NC,Charlotte,dealer,,71,46,30495,east charlotte nissan
149,1,5N1DR2MN5HC621829,22450,35275,2017,,Pathfinder,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28227,NC,Charlotte,dealer,1,34,34,22450,east charlotte nissan
150,1,5N3AA08C98N912420,15991,95969,2008,,QX56,SUV,SUV,Premium Unleaded,5.6L V8 DOHC 32V,Automatic,Tuscan Pearl,28208,NC,Charlotte,dealer,,125,125,15991,inetwork auto group
151,1,5NMZT3LB0HH005045,17069,38566,2017,,Santa Fe Sport,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Frost White Pearl,28227,NC,Charlotte,dealer,,49,49,17069,hendrick acura
152,1,5NPD74LF2HH078069,11981,47760,2017,,Elantra,Car,Sedan,Regular Unleaded,1.8L L4 DOHC 16V,,Silver,28211,NC,Charlotte,dealer,,16,16,11981,sonic automotive
153,1,5NPEC4AC0DH587533,11981,65338,2013,,Sonata,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Gray,28211,NC,Charlotte,dealer,,1,1,11981,sonic automotive
154,1,5TDDY5G13AS024748,17999,177722,2010,,Sequoia,SUV,SUV,Regular Unleaded,5.7L V8 DOHC 32V,Automatic,,28206,NC,Charlotte,dealer,,60,59,17999,palace auto sales
155,1,5TDKZRFH4HS515804,32992,25920,2017,,Highlander,SUV,SUV,,,,White,28211,NC,Charlotte,dealer,,11,6,32992,sonic automotive
156,1,5TDZK22C19S226370,13998,114000,2009,,Sienna,Van,,Regular Unleaded,3.5L V6 EFI DOHC 24V,Automatic,,28227,NC,Charlotte,dealer,,166,56,,carmax independence boulevard
157,1,5TDZK3EHXBS029703,15774,121275,2011,,Highlander,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28212,NC,Charlotte,dealer,,356,355,15774,rick hendrick city chevrolet
158,1,5TDZK3EHXDS141212,19247,78103,2013,,Highlander,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,Classic Silver Metallic,28269,NC,Charlotte,dealer,,146,99,19247,mercedes-benz of northlake
159,1,5TFDZ5BN9GX013389,32665,13708,2016,,Tacoma,SUV,Pickup,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,Black,28201,NC,Charlotte,dealer,,30,30,,hendrickcars.com charlotte
160,1,5TFEW5F10GX211346,34998,28000,2016,,Tundra,Truck,Pickup,Flex-Fuel,5.7L V8 DOHC 32V FFV,Automatic,,28227,NC,Charlotte,dealer,,31,3,,carmax independence boulevard
161,1,5TFRM5F14EX070429,24882,46745,2014,,Tundra,Truck,Pickup,Regular Unleaded,4.6L V8 DOHC 32V,Automatic,Super White,28211,NC,Charlotte,dealer,,46,9,24882,sonic automotive
162,1,5UXKU0C57F0F91958,43981,17642,2015,,X6,SUV,SUV,Premium Unleaded,3.0L L6 DOHC 24V,Automatic,White,28211,NC,Charlotte,dealer,,19,19,43981,sonic automotive
163,1,5UXWX9C57D0A08377,17882,45995,2013,,X3,SUV,SUV,Premium Unleaded,3.0L L6 DOHC 24V,Automatic,Silver,28211,NC,Charlotte,dealer,,21,21,17882,sonic automotive
164,1,5XYKT4A66FG611888,15839,61503,2015,,Sorento,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28213,NC,Charlotte,dealer,,27,27,15839,capital ford charlotte
165,1,5XYPGDA35HG263018,23300,10707,2017,,Sorento,SUV,SUV,Regular Unleaded,,,,28273,NC,Charlotte,dealer,,244,88,23300,south charlotte hyundai
166,1,JA4AD3A36EZ010046,13995,53588,2014,,Outlander,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Mercury Gray Pearl,28227,NC,Charlotte,dealer,,6,6,13995,land rover charlotte
167,1,JF1SG67648H707414,11998,100000,2008,,Forester,Car,Wagon,Regular Unleaded,2.5L H4 SOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,76,76,,carmax independence boulevard
168,1,JF1ZNAA13F9707609,14995,74827,2015,,FR-S,Car,Coupe,Premium Unleaded,2.0L H4 16V,Manual,Halo,28212,NC,Charlotte,dealer,,22,9,14995,hendrick kia charlotte
169,1,JF2SJADC2FH527615,17743,72000,2015,,Forester,SUV,SUV,Regular Unleaded,2.5L H4 SOHC 16V,Automatic,,28212,NC,Charlotte,dealer,,35,28,17743,hendrick kia charlotte
170,1,JHLRE38308C048944,8295,109690,2008,,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28212,NC,Charlotte,dealer,,2,2,8295,hendrick kia charlotte
171,1,JHMES16555S006623,5981,74603,2005,,Civic,Car,Sedan,Regular Unleaded,1.7L L4 SOHC 16V,Automatic,Silver,28211,NC,Charlotte,dealer,,4,4,5981,sonic automotive
172,1,JM1NC2JFXF0242346,16993,8043,2015,,MX-5 Miata,SUV,Convertible,Premium Unleaded,2.0L L4 DOHC 16V,Manual,Black,28211,NC,Charlotte,dealer,,40,40,16993,sonic automotive
173,1,JN1BV7AR2FM394184,24307,35666,2015,,Q50,Car,Sedan,Premium Unleaded,3.7L V6 DOHC 24V HYBRID,Automatic,,28273,NC,Charlotte,dealer,,33,33,24307,south charlotte hyundai
174,1,JN8AS5MT7EW618442,11857,54677,2014,,Rogue Select,SUV,SUV,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Brilliant Silver,28212,NC,Charlotte,dealer,,8,8,11857,hendrick motors of charlotte
175,1,JN8AT2MT9GW012462,16585,29483,2016,,Rogue,SUV,SUV,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,1,67,52,18271,east charlotte nissan
176,1,JTEBU4BF1DK164644,26394,64600,2013,,FJ Cruiser,SUV,SUV,Regular Unleaded,4.0L V6 DOHC 24V,Manual,,28273,NC,Charlotte,dealer,,106,46,26394,south charlotte nissan
177,1,JTEHF21A220073101,6799,199212,2002,,Highlander,SUV,SUV,Regular Unleaded,3.0L V6 DOHC 24V,Automatic,,28273,NC,Charlotte,dealer,,21,21,6799,south charlotte nissan
178,1,JTEZU5JR2B5022010,20890,99140,2011,,4Runner,SUV,SUV,Regular Unleaded,4.0L V6 DOHC 24V,Automatic,,28273,NC,Charlotte,dealer,,32,32,20890,south charlotte nissan
179,1,JTHBF1D26F5083033,27981,24409,2015,,IS 250,Car,Sedan,Premium Unleaded,2.5L V6 24V DOHC,Automatic,White,28211,NC,Charlotte,dealer,1,12,12,27981,sonic automotive
180,1,JTHBK1GGXF2184628,26724,25716,2015,,ES 350,Car,Sedan,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28273,NC,Charlotte,dealer,,27,27,26724,south charlotte nissan
181,1,JTHBK262282071142,10992,91651,2008,,IS 250,Car,Sedan,Premium Unleaded,2.5L V6 24V DOHC,Automatic,White,28211,NC,Charlotte,dealer,,29,29,10992,sonic automotive
182,1,JTHBL5EF6E5128830,32397,90639,2014,,LS 460,Car,Sedan,Premium Unleaded,4.6L V8 DOHC 32V,Automatic,Starfire Pearl,28227,NC,Charlotte,dealer,,52,35,32397,hendrick acura
183,1,JTHBW1GG1F2094515,29997,31986,2015,,ES 300h,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V HYBRID,Automatic,Atomic Silver,28269,NC,Charlotte,dealer,1,23,23,29997,audi northlake
184,1,JTHCE1BL8FA007372,30861,36236,2015,,GS 350,Car,Sedan,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,Ultra White,28212,NC,Charlotte,dealer,,10,10,30861,hiline garage
185,1,JTHCL5EF8D5018770,35977,46635,2013,,LS 460,Car,Sedan,Premium Unleaded,4.6L V8 DOHC 32V,Automatic,,28212,NC,Charlotte,dealer,,202,78,35977,rick hendrick city chevrolet
186,1,JTHKD5BH6F2240257,19980,48560,2015,,CT 200h,Car,Hatchback,Regular Unleaded,1.8L L4 HYBRID,Automatic,Eminent White,28212,NC,Charlotte,dealer,1,68,68,19980,hendrick kia charlotte
187,1,JTJBK1BA1F2468800,27981,51942,2015,,RX 350,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,Brown,28211,NC,Charlotte,dealer,1,5,4,27981,sonic automotive
188,1,JTJBM7FX8E5071772,36981,33988,2014,,GX 460,SUV,SUV,Premium Unleaded,4.6L V8 DOHC 32V,Automatic,Gold,28211,NC,Charlotte,dealer,,29,17,36981,sonic automotive
189,1,JTJHW31U660010350,8982,138587,2006,,RX 400h,SUV,SUV,Regular Unleaded,3.3L V6 DOHC 24V HYBRID,Automatic,Silver,28211,NC,Charlotte,dealer,,20,20,8982,sonic automotive
190,1,JTMBD32V166015734,7981,115960,2006,,RAV4,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Blue,28211,NC,Charlotte,dealer,,11,7,7981,sonic automotive
191,1,JTNB11HKXJ3004487,23355,20310,2018,,Camry,Car,Sedan,Gasoline,A25A-FKS,,,28227,NC,Charlotte,dealer,,77,33,26515,east charlotte nissan
192,1,KM8JT3AF4FU959835,16048,35372,2015,,Tucson,SUV,SUV,Regular Unleaded,2.0L L4 DOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,216,178,16048,south charlotte hyundai
193,1,KM8JU3ACXAU020877,10689,99141,2010,,Tucson,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,2,2,10689,honda scott clark
194,1,KMHCT4AE7GU106871,8998,47650,2016,,Accent,Car,Sedan,Regular Unleaded,1.6L L4 DOHC 16V,Manual,Ironman Silver,28273,NC,Charlotte,dealer,1,6,6,11154,hertz car sales charlotte
195,1,KMHDU4AD0AU861327,,107634,2010,,Elantra,Car,Sedan,Regular Unleaded,2.0L L4 DOHC 16V,Automatic,GREEN,28208,NC,Charlotte,dealer,,204,47,,sign and drive auto group
196,1,KMHGN4JE8FU054144,20320,85897,2015,,Genesis,Car,Sedan,Regular Unleaded,3.8L V6 DOHC 24V,Automatic,,28273,NC,Charlotte,dealer,,44,35,20320,south charlotte hyundai
197,1,KNAGT4L33G5079189,,37245,2016,,Optima,Car,Sedan,Regular Unleaded,,Automatic,,28273,NC,Charlotte,dealer,,28,28,,performance ford
198,1,KNDMB233566051741,,227434,2006,,Sedona,Van,,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28273,NC,Charlotte,dealer,,2,2,,dutch miller kia of charlotte
199,1,KNMAT2MT1HP589848,20259,15296,2017,,Rogue,SUV,SUV,,2.5L L4 DOHC 16V,,,28227,NC,Charlotte,dealer,,10,10,20259,honda scott clark
200,1,SAJDA42C762A47105,14955,73026,2006,,XK-Series,Car,Convertible,Premium Unleaded,4.2L V8 DOHC 32V,Automatic,Quartz,28227,NC,Charlotte,dealer,,8,8,14955,land rover charlotte
201,1,SAJWA0ES2DPU02053,21579,33014,2013,,XF,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,221,122,21792,keffer jeep chrysler dodge ram
202,1,SAJWJ6DL2GMK32487,71492,13961,2016,,F-TYPE,Car,Coupe,Premium Unleaded,5.0L V8 DOHC 32V,Automatic,Polaris White,28211,NC,Charlotte,dealer,,32,31,71492,sonic automotive
203,1,SALMF1D43CA385239,27995,67716,2012,,Range Rover,SUV,SUV,Premium Unleaded,4.4L V8 DOHC 32V,Automatic,Fuji White,28273,NC,Charlotte,dealer,,91,91,27995,godspeed motors
204,1,SHHFK7H22HU206659,18481,15981,2017,,Civic,Car,Hatchback,Regular Unleaded,,,Black,28211,NC,Charlotte,dealer,,166,166,18481,sonic automotive
205,1,SHSRD78996U408913,5981,168908,2006,,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Beige,28211,NC,Charlotte,dealer,,2,2,5981,sonic automotive
206,1,W04GU5GC5B1020963,11269,40709,2011,,Regal,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28269,NC,Charlotte,dealer,,7,7,11269,hendrick lexus northlake
207,1,WA1BNAFY5J2025618,41999,11480,2018,,Q5,SUV,SUV,Premium Unleaded,,,,28273,NC,Charlotte,dealer,,84,23,41999,south charlotte nissan
208,1,WA1CFAFP2FA081943,23984,36510,2015,,Q5,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Gray,28211,NC,Charlotte,dealer,,50,50,23984,sonic automotive
209,1,WA1HCCFSXHR014090,28993,10535,2017,,Q3,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 24V,Automatic,Carrara White,28211,NC,Charlotte,dealer,,50,31,28993,sonic automotive
210,1,WA1LGAFE8FD012992,36437,21734,2015,,Q7,SUV,SUV,Premium Unleaded,3.0L V6 DOHC 24V TURBO,Automatic,Carrara White,28273-6935,NC,Charlotte,dealer,,16,16,36437,hendrickcars.com charlotte
211,1,WAU2GAFC3EN031228,36495,48043,2014,,A7,Car,Sedan,Diesel,3.0L V6 DOHC 24V TURBO DIESEL,Automatic,Quartz Gray Metallic,28269,NC,Charlotte,dealer,,26,26,36495,audi northlake
212,1,WAUACGFF8F1081734,16995,25455,2015,,A3,Car,Sedan,Premium Unleaded,1.8L L4 DOHC 16V,Automated Manual,Lotus Gray Metallic,28213,NC,Charlotte,dealer,,60,59,19995,adams auto group
213,1,WAUYGAFC2CN108730,26981,56098,2012,,A7,Car,Sedan,Diesel,3.0L V6 DOHC 24V TURBO DIESEL,Automatic,Gray,28211,NC,Charlotte,dealer,,173,19,26981,sonic automotive
214,1,WBA3C1C58FP116805,21984,31006,2015,,3 Series,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,1,51,24,21984,sonic automotive
215,1,WBA4A9C56FGL86317,25983,36331,2015,,4 Series Gran Coupe,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Blue,28211,NC,Charlotte,dealer,,46,46,25983,sonic automotive
216,1,WBA5A5C58FD516550,26981,37609,2015,,5 Series,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V TURBO,Automatic,Black,28211,NC,Charlotte,dealer,1,56,56,26981,sonic automotive
217,1,WBA5B1C53FD921303,26994,64394,2015,,5 Series,Car,Sedan,Premium Unleaded,3.0L L6 DOHC 24V,Automatic,Dark Graphite Metallic,28212,NC,Charlotte,dealer,,32,30,26994,hendrick kia charlotte
218,1,WBA6B2C56FD799305,49981,11526,2015,,6 Series Gran Coupe,Car,Sedan,Premium Unleaded,4.4L V8 DOHC 32V TURBO,Automatic,Gray,28211,NC,Charlotte,dealer,1,8,7,49981,sonic automotive
219,1,WBA8A3C5XJA357784,26981,9670,2018,,3 Series,Car,Sedan,Gasoline,,,White,28211,NC,Charlotte,dealer,1,201,193,26981,sonic automotive
220,1,WBA8Z5C58GG500970,31871,19462,2016,,3 Series Gran Turismo,Car,Hatchback,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,177,5,31871,hendrick honda
221,1,WBAFR7C50BC803177,12997,132980,2011,,5 Series,Car,Sedan,Premium Unleaded,3.0L L6 DOHC 24V,Manual,,28212,NC,Charlotte,dealer,,3,2,12997,hendrick motors of charlotte
222,1,WBAKF9C56DE859781,24568,31679,2013,,3 Series,Car,Coupe,Premium Unleaded,3.0L L6 DOHC 24V,Manual,,28273,NC,Charlotte,dealer,,169,99,24568,volkswagen of south charlotte
223,1,WBAPH7G52ANM52552,7500,136000,2010,,3 Series,Car,Sedan,Premium Unleaded,3.0L L6 DOHC 24V,Manual,BLACK,28226,NC,Charlotte,dealer,,21,0,7500,east coast motorsports
224,1,WBAPK7C57BA970558,12991,52661,2011,,3 Series,Car,Sedan,Premium Unleaded,3.0L L6 DOHC 24V,Manual,Blue,28211,NC,Charlotte,dealer,,6,6,12991,sonic automotive
225,1,WBAUT9C53BA191573,10495,109451,2011,,3 Series,Car,Wagon,Premium Unleaded,3.0L L6 DOHC 24V,Manual,Space Gray Metallic,28227,NC,Charlotte,dealer,,4,4,10495,land rover charlotte
226,1,WBAXA5C58FD691549,34991,38817,2015,,5 Series,Car,Sedan,Diesel,3.0L L6 DOHC 24V DIESEL,Automatic,Carbon Black Metallic,28227,NC,Charlotte,dealer,1,19,19,34991,jaguar charlotte
227,1,WBXHT3C32H5F87128,34981,3739,2017,,X1,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Black,28211,NC,Charlotte,dealer,,113,113,34981,sonic automotive
228,1,WBXHU7C35H5H36989,36500,6783,2017,,X1,SUV,SUV,Premium Unleaded,2.0L L4 DOHC 16V,,,28227,NC,Charlotte,dealer,,107,36,,hendrick mini
229,1,WBY1Z2C50FV287475,18981,20331,2015,,i3,Car,Hatchback,Electric,ELECTRIC,Direct Drive,White,28211,NC,Charlotte,dealer,1,13,13,18981,sonic automotive
230,1,WBY1Z4C57FV504404,16982,27720,2015,,i3,Car,Hatchback,Electric,ELECTRIC,Direct Drive,Silver,28211,NC,Charlotte,dealer,1,35,23,16982,sonic automotive
231,1,WD0PF445185275702,9900,360403,2008,,Sprinter Cargo,Car,,Diesel,3.0L V6 DOHC 24V TURBO DIESEL,Automatic,Arctic White,28206,NC,Charlotte,dealer,,56,56,9900,tryon auto mall
232,1,WDBLK65G5YT033357,799976,,2000,,CLK-Class,Car,Convertible,Regular Unleaded,3.2L V6 SOHC 18V,Automatic,,28205,NC,Charlotte,dealer,,46,46,,pty motors
233,1,WDBRF52HX6E021485,6481,137425,2006,,C-Class,SUV,Sedan,Premium Unleaded,2.5L V6 DOHC 24V,Manual,Blue,28211,NC,Charlotte,dealer,,4,4,6481,sonic automotive
234,1,WDC0G4JB8JV042496,42987,4528,2018,,GLC-Class,SUV,SUV,Gasoline,M274,Automatic,Selenite Grey Metallic,28227,NC,Charlotte,dealer,,40,36,42987,hendrick acura
235,1,WDDGF4HB6DR268195,16583,36860,2013,,C-Class,SUV,Sedan,Premium Unleaded,3.0L V6 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,,34,34,16583,sonic automotive
236,1,WDDHF5GBXBA282995,15995,92306,2011,,E-Class,Car,Sedan,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,28,3,15995,capital ford charlotte
237,1,WDDHF5KB3GB203479,31481,42181,2016,,E-Class,SUV,Sedan,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,Black,28211,NC,Charlotte,dealer,1,62,61,31481,sonic automotive
238,1,WDDLJ7DB3EA123099,40967,23756,2014,,CLS-Class,Car,Sedan,Premium Unleaded,4.7L V8 DOHC 32V,Automatic,Diamond White Metallic,28212,NC,Charlotte,dealer,1,59,57,40967,hendrick kia charlotte
239,1,WDDSJ4GB6FN174970,22743,34511,2015,,CLA-Class,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automated Manual,Night Black,28211,NC,Charlotte,dealer,1,61,44,22743,sonic automotive
240,1,WDDUG8CB7FA130181,52472,37380,2015,,S-Class,Car,Sedan,Premium Unleaded,4.7L V8 DOHC 24V,Automatic,Palladium Silver Metallic,28211,NC,Charlotte,dealer,1,142,112,52472,sonic automotive
241,1,WDDZF4JB3HA104345,47977,8445,2017,,E-Class,Car,Sedan,,3.5L V6 DOHC 24V,,Polar White,28211,NC,Charlotte,dealer,,364,222,47977,sonic automotive
242,1,WMWSV3C56DT389991,12395,77983,2013,,Cooper,Car,Hatchback,Premium Unleaded,1.6L L4 DOHC 16V TURBO,Manual,Ice Blue,28227,NC,Charlotte,dealer,,47,47,12395,hendrick acura
243,1,WMWXM5C51FT937709,14994,32193,2015,,Cooper,Car,Hatchback,Premium Unleaded,1.6L L4 DOHC 16V TURBO,Manual,Silver,28211,NC,Charlotte,dealer,,56,55,14994,sonic automotive
244,1,WMWXM5C53FT940031,14981,33362,2015,,Cooper,Car,Hatchback,Premium Unleaded,1.6L L4 DOHC 16V TURBO,Manual,Silver,28211,NC,Charlotte,dealer,1,67,67,14981,sonic automotive
245,1,WP0AA2A7XGL002226,63768,19857,2016,,Panamera,Car,Sedan,Premium Unleaded,3.0L V6 DOHC 24V,Automated Manual,,28273,NC,Charlotte,dealer,,276,139,63768,south charlotte hyundai
246,1,WP0BA2A98GS132064,104835,13430,2016,,911,Car,Coupe,Premium Unleaded,3.8L H6 DOHC 24V,Manual,,28273,NC,Charlotte,dealer,,110,110,124109,performance ford
247,1,YV449MDD0F2623267,29950,33515,2015,,XC60,SUV,SUV,Regular Unleaded,2.0L L4 DOHC 16V TURBO,Automatic,White,28262,NC,Charlotte,dealer,1,28,26,29950,university volvo
248,1,1B3CC4FBXAN159540,5033,111038,2010,,Avenger,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Deep Water Blue Pearl,28227,NC,Charlotte,dealer,,24,24,5033,hendrick mini
249,1,1C3CCCAB5HN506464,16313,14009,2017,,200,Car,Sedan,Flex-Fuel,2.4L L4 DOHC 16V,Automatic,,28212,NC,Charlotte,dealer,,75,41,16987,rick hendrick city chevrolet
250,1,1C4BJWDG7FL512619,28988,55120,2015,,Wrangler,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V FFV,Manual,Black Clearcoat,28273-6935,NC,Charlotte,dealer,,5,5,28988,hendrickcars.com charlotte
251,1,1C4BJWDGXFL555979,31979,35452,2015,,Wrangler,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V FFV,Manual,,28273-6935,NC,Charlotte,dealer,,63,20,31979,hendrickcars.com charlotte
252,1,1C4NJDBB4GD779754,13000,46947,2016,,Compass,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Manual,,28214,NC,Charlotte,dealer,,183,183,13000,victory chevrolet
253,1,1C4NJPBA5GD677601,15930,27113,2016,,Patriot,SUV,SUV,Regular Unleaded,2.0L L4 DOHC 16V,Manual,,28273,NC,Charlotte,dealer,,147,46,15930,performance ford
254,1,1C4PJLDS3GW260425,20899,23594,2016,,Cherokee,SUV,SUV,Regular Unleaded,3.2L V6 DOHC 24V,Automatic,Billet Silver Metallic Clearcoat,28273-6935,NC,Charlotte,dealer,,47,47,20899,hendrickcars.com charlotte
255,1,1C4RJFBG7EC163946,23991,53606,2014,,Grand Cherokee,SUV,SUV,Flex-Fuel,3.6L V6 DOHC 24V,Automatic,Cashmere Pearlcoat,28211,NC,Charlotte,dealer,,18,18,23991,sonic automotive
256,1,1C4RJFBG8EC458246,24481,48662,2014,,Grand Cherokee,SUV,SUV,Flex-Fuel,3.6L V6 DOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,49,49,24481,capital ford charlotte
257,1,1D4PU6GX1AW157742,9981,132595,2010,,Nitro,SUV,SUV,Regular Unleaded,4.0L V6 SOHC 24V,Automatic,Green,28211,NC,Charlotte,dealer,,299,7,9981,sonic automotive
258,1,1FA6P0H79F5126155,13599,57000,2015,,Fusion,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,43,43,,carmax independence boulevard
259,1,1FA6P8TH3F5313213,22040,46355,2015,,Mustang,Car,Coupe,Premium Unleaded,2.3L L4 DOHC 16V,Manual,,28227,NC,Charlotte,dealer,,191,33,22040,east charlotte nissan
260,1,1FADP3J24HL237430,15484,8191,2017,,Focus,Car,Sedan,Flex-Fuel,2.0L L4 DOHC 16V,,Black,28211,NC,Charlotte,dealer,,127,77,15484,sonic automotive
261,1,1FAHP34NX7W160521,4981,88983,2007,,Focus,Car,Sedan,Regular Unleaded,2.0L L4 DOHC 16V,Manual,Gray,28211,NC,Charlotte,dealer,,8,8,4981,sonic automotive
262,1,1FM5K7D86FGB58394,20994,52000,2015,,Explorer,SUV,SUV,Flex-Fuel,3.5L V6 DOHC 24V,Automatic,Brown,28211,NC,Charlotte,dealer,,46,46,20994,sonic automotive
263,1,1FM5K8F80DGB87521,11855,72325,2013,,Explorer,SUV,SUV,Flex-Fuel,3.5L V6 DOHC 24V,Automatic,Gray,28212,NC,Charlotte,dealer,,37,37,20982,town and country ford
